"time","SC","SR","PPG","SR_transformed","SC_transformed","SC_z","SR_z"
7.959,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.96,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.961,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.96209,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.963,1.6091,6.214,2.8205,6.214,1.6091,-1.11969509242767,1.15228428419936
7.964,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.965,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.966,1.605,6.2284,2.8205,6.2284,1.605,-1.18322503570006,1.21639214924805
7.967,1.605,6.2284,2.813,6.2284,1.605,-1.18322503570006,1.21639214924805
7.968,1.605,6.2284,2.813,6.2284,1.605,-1.18322503570006,1.21639214924805
7.969,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.97,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.971,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.972,1.6091,6.214,2.805,6.214,1.6091,-1.11969509242767,1.15228428419936
7.973,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.974,1.605,6.2284,2.805,6.2284,1.605,-1.18322503570006,1.21639214924805
7.975,1.605,6.2284,2.813,6.2284,1.605,-1.18322503570006,1.21639214924805
7.976,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.977,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.97809,1.6091,6.214,2.805,6.214,1.6091,-1.11969509242767,1.15228428419936
7.979,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.98,1.605,6.2284,2.813,6.2284,1.605,-1.18322503570006,1.21639214924805
7.981,1.6091,6.214,2.805,6.214,1.6091,-1.11969509242767,1.15228428419936
7.982,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.983,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.984,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.985,1.6091,6.214,2.813,6.214,1.6091,-1.11969509242767,1.15228428419936
7.98609,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.987,1.6091,6.214,2.805,6.214,1.6091,-1.11969509242767,1.15228428419936
7.988,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.989,1.612,6.2,2.798,6.2,1.612,-1.07475927889354,1.0899571931798
7.99,1.612,6.2,2.798,6.2,1.612,-1.07475927889354,1.0899571931798
7.991,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.992,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.993,1.612,6.2,2.805,6.2,1.612,-1.07475927889354,1.0899571931798
7.99409,1.612,6.2,2.798,6.2,1.612,-1.07475927889354,1.0899571931798
7.995,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.996,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
7.997,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.998,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
7.999,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
8,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
8.001,1.612,6.2,2.791,6.2,1.612,-1.07475927889354,1.0899571931798
8.002,1.612,6.2,2.798,6.2,1.612,-1.07475927889354,1.0899571931798
8.003,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
8.004,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.005,1.612,6.2,2.7838,6.2,1.612,-1.07475927889354,1.0899571931798
8.006,1.6091,6.214,2.798,6.214,1.6091,-1.11969509242767,1.15228428419936
8.007,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
8.008,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.009,1.612,6.2,2.805,6.2,1.612,-1.07475927889354,1.0899571931798
8.01009,1.6091,6.214,2.791,6.214,1.6091,-1.11969509242767,1.15228428419936
8.011,1.612,6.2,2.791,6.2,1.612,-1.07475927889354,1.0899571931798
8.012,1.605,6.2284,2.791,6.2284,1.605,-1.18322503570006,1.21639214924805
8.013,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.014,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.015,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.016,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.017,1.612,6.2,2.7838,6.2,1.612,-1.07475927889354,1.0899571931798
8.018,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.019,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.02,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.021,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.022,1.6091,6.214,2.835,6.214,1.6091,-1.11969509242767,1.15228428419936
8.023,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.024,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.025,1.605,6.2284,2.7765,6.2284,1.605,-1.18322503570006,1.21639214924805
8.02609,1.6091,6.214,2.769,6.214,1.6091,-1.11969509242767,1.15228428419936
8.027,1.612,6.2,2.7765,6.2,1.612,-1.07475927889354,1.0899571931798
8.028,1.6091,6.214,2.7838,6.214,1.6091,-1.11969509242767,1.15228428419936
8.029,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.03,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.031,1.6091,6.214,2.7765,6.214,1.6091,-1.11969509242767,1.15228428419936
8.032,1.612,6.2,2.769,6.2,1.612,-1.07475927889354,1.0899571931798
8.033,1.612,6.2,2.769,6.2,1.612,-1.07475927889354,1.0899571931798
8.034,1.6091,6.214,2.769,6.214,1.6091,-1.11969509242767,1.15228428419936
8.035,1.6091,6.214,2.769,6.214,1.6091,-1.11969509242767,1.15228428419936
8.036,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.037,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.038,1.6091,6.214,2.769,6.214,1.6091,-1.11969509242767,1.15228428419936
8.039,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.04,1.612,6.2,2.7765,6.2,1.612,-1.07475927889354,1.0899571931798
8.041,1.6091,6.214,2.7545,6.214,1.6091,-1.11969509242767,1.15228428419936
8.04209,1.6091,6.214,2.7545,6.214,1.6091,-1.11969509242767,1.15228428419936
8.043,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.044,1.6091,6.214,2.7619,6.214,1.6091,-1.11969509242767,1.15228428419936
8.045,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.046,1.612,6.2,2.7619,6.2,1.612,-1.07475927889354,1.0899571931798
8.047,1.612,6.2,2.7619,6.2,1.612,-1.07475927889354,1.0899571931798
8.048,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.049,1.6091,6.214,2.7545,6.214,1.6091,-1.11969509242767,1.15228428419936
8.05009,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.051,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.052,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.053,1.612,6.2,2.7545,6.2,1.612,-1.07475927889354,1.0899571931798
8.054,1.616,6.186,2.73992,6.186,1.616,-1.01277884643268,1.02763010216024
8.055,1.612,6.2,2.747,6.2,1.612,-1.07475927889354,1.0899571931798
8.056,1.612,6.2,2.747,6.2,1.612,-1.07475927889354,1.0899571931798
8.057,1.616,6.186,2.7545,6.186,1.616,-1.01277884643268,1.02763010216024
8.05809,1.616,6.186,2.7545,6.186,1.616,-1.01277884643268,1.02763010216024
8.059,1.612,6.2,2.747,6.2,1.612,-1.07475927889354,1.0899571931798
8.06,1.616,6.186,2.73992,6.186,1.616,-1.01277884643268,1.02763010216024
8.061,1.616,6.186,2.747,6.186,1.616,-1.01277884643268,1.02763010216024
8.062,1.6201,6.172,2.747,6.172,1.6201,-0.949248903160291,0.965303011140674
8.063,1.6201,6.172,2.747,6.172,1.6201,-0.949248903160291,0.965303011140674
8.064,1.6201,6.172,2.73992,6.172,1.6201,-0.949248903160291,0.965303011140674
8.065,1.6201,6.172,2.681,6.172,1.6201,-0.949248903160291,0.965303011140674
8.066,1.6237,6.15858,2.747,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.067,1.6201,6.172,2.73992,6.172,1.6201,-0.949248903160291,0.965303011140674
8.068,1.6201,6.172,2.732,6.172,1.6201,-0.949248903160291,0.965303011140674
8.069,1.6237,6.15858,2.747,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.07,1.6237,6.15858,2.73992,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.071,1.6237,6.15858,2.73992,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.072,1.627,6.144,2.73992,6.144,1.627,-0.842332657165299,0.84064882910155
8.073,1.6237,6.15858,2.732,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.07409,1.6237,6.15858,2.732,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.075,1.627,6.144,2.73992,6.144,1.627,-0.842332657165299,0.84064882910155
8.076,1.63103,6.131,2.732,6.131,1.63103,-0.77988737146098,0.782773673154819
8.077,1.6237,6.15858,2.73992,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.078,1.6237,6.15858,2.725,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.079,1.627,6.144,2.7838,6.144,1.627,-0.842332657165299,0.84064882910155
8.08,1.627,6.144,2.732,6.144,1.627,-0.842332657165299,0.84064882910155
8.081,1.627,6.144,2.732,6.144,1.627,-0.842332657165299,0.84064882910155
8.082,1.627,6.144,2.725,6.144,1.627,-0.842332657165299,0.84064882910155
8.083,1.627,6.144,2.732,6.144,1.627,-0.842332657165299,0.84064882910155
8.084,1.627,6.144,2.725,6.144,1.627,-0.842332657165299,0.84064882910155
8.085,1.627,6.144,2.725,6.144,1.627,-0.842332657165299,0.84064882910155
8.086,1.627,6.144,2.7545,6.144,1.627,-0.842332657165299,0.84064882910155
8.087,1.627,6.144,2.7179,6.144,1.627,-0.842332657165299,0.84064882910155
8.088,1.627,6.144,2.725,6.144,1.627,-0.842332657165299,0.84064882910155
8.089,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.0901,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.091,1.627,6.144,2.725,6.144,1.627,-0.842332657165299,0.84064882910155
8.092,1.627,6.144,2.7179,6.144,1.627,-0.842332657165299,0.84064882910155
8.093,1.627,6.144,2.7179,6.144,1.627,-0.842332657165299,0.84064882910155
8.094,1.63103,6.131,2.725,6.131,1.63103,-0.77988737146098,0.782773673154819
8.095,1.627,6.144,2.7179,6.144,1.627,-0.842332657165299,0.84064882910155
8.096,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.097,1.627,6.144,2.7179,6.144,1.627,-0.842332657165299,0.84064882910155
8.0981,1.6237,6.15858,2.7179,6.15858,1.6237,-0.893466513945511,0.905558042463352
8.099,1.627,6.144,2.7106,6.144,1.627,-0.842332657165299,0.84064882910155
8.1,1.627,6.144,2.7106,6.144,1.627,-0.842332657165299,0.84064882910155
8.101,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.102,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.103,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.104,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.105,1.63103,6.131,2.7179,6.131,1.63103,-0.77988737146098,0.782773673154819
8.1061,1.627,6.144,2.7106,6.144,1.627,-0.842332657165299,0.84064882910155
8.107,1.63103,6.131,2.725,6.131,1.63103,-0.77988737146098,0.782773673154819
8.108,1.627,6.144,2.7106,6.144,1.627,-0.842332657165299,0.84064882910155
8.109,1.627,6.144,2.7106,6.144,1.627,-0.842332657165299,0.84064882910155
8.11,1.627,6.144,2.703,6.144,1.627,-0.842332657165299,0.84064882910155
8.111,1.627,6.144,2.703,6.144,1.627,-0.842332657165299,0.84064882910155
8.112,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.113,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.1141,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.115,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.116,1.63103,6.131,2.747,6.131,1.63103,-0.77988737146098,0.782773673154819
8.117,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.118,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.119,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.12,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.121,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.1221,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.123,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.124,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.125,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.126,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.127,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.128,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.129,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.1301,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.131,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.132,1.6346,6.117,2.7106,6.117,1.6346,-0.724569835489652,0.720446582135252
8.133,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.134,1.6346,6.117,2.7106,6.117,1.6346,-0.724569835489652,0.720446582135252
8.135,1.6346,6.117,2.673,6.117,1.6346,-0.724569835489652,0.720446582135252
8.136,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.137,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.1381,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.139,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.14,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.141,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.142,1.63103,6.131,2.6886,6.131,1.63103,-0.77988737146098,0.782773673154819
8.143,1.63103,6.131,2.703,6.131,1.63103,-0.77988737146098,0.782773673154819
8.144,1.6346,6.117,2.695,6.117,1.6346,-0.724569835489652,0.720446582135252
8.145,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.146,1.63103,6.131,2.7106,6.131,1.63103,-0.77988737146098,0.782773673154819
8.147,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.148,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.149,1.6346,6.117,2.695,6.117,1.6346,-0.724569835489652,0.720446582135252
8.15,1.6346,6.117,2.6886,6.117,1.6346,-0.724569835489652,0.720446582135252
8.151,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.152,1.63103,6.131,2.695,6.131,1.63103,-0.77988737146098,0.782773673154819
8.153,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.1541,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.155,1.6346,6.117,2.703,6.117,1.6346,-0.724569835489652,0.720446582135252
8.156,1.6346,6.117,2.695,6.117,1.6346,-0.724569835489652,0.720446582135252
8.157,1.6346,6.117,2.695,6.117,1.6346,-0.724569835489652,0.720446582135252
8.158,1.6346,6.117,2.7106,6.117,1.6346,-0.724569835489652,0.720446582135252
8.159,1.638,6.103,2.695,6.103,1.638,-0.671886467897915,0.658119491115694
8.16,1.638,6.103,2.703,6.103,1.638,-0.671886467897915,0.658119491115694
8.161,1.6419,6.0902,2.703,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.1621,1.638,6.103,2.695,6.103,1.638,-0.671886467897915,0.658119491115694
8.163,1.6419,6.0902,2.703,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.164,1.6456,6.076,2.703,6.076,1.6456,-0.554123646222272,0.537917244149401
8.165,1.6456,6.076,2.695,6.076,1.6456,-0.554123646222272,0.537917244149401
8.166,1.6456,6.076,2.695,6.076,1.6456,-0.554123646222272,0.537917244149401
8.167,1.649,6.0633,2.695,6.0633,1.649,-0.501440278630535,0.48137766872451
8.168,1.649,6.0633,2.703,6.0633,1.649,-0.501440278630535,0.48137766872451
8.169,1.649,6.0633,2.703,6.0633,1.649,-0.501440278630535,0.48137766872451
8.1701,1.652,6.049,2.695,6.049,1.652,-0.454954954284884,0.417714997183103
8.171,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.172,1.652,6.049,2.6886,6.049,1.652,-0.454954954284884,0.417714997183103
8.173,1.652,6.049,2.6886,6.049,1.652,-0.454954954284884,0.417714997183103
8.174,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.175,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.176,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.177,1.652,6.049,2.695,6.049,1.652,-0.454954954284884,0.417714997183103
8.1781,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.179,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.18,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.181,1.652,6.049,2.695,6.049,1.652,-0.454954954284884,0.417714997183103
8.182,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.183,1.6565,6.0366,2.703,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.184,1.6565,6.0366,2.703,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.185,1.6565,6.0366,2.703,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.1861,1.6565,6.0366,2.695,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.187,1.6565,6.0366,2.747,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.188,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.189,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.19,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.191,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.192,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.193,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.1941,1.6565,6.0366,2.703,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.195,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.196,1.652,6.049,2.703,6.049,1.652,-0.454954954284884,0.417714997183103
8.197,1.6565,6.0366,2.703,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.198,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.199,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.2,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.201,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.2021,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.203,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.204,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.205,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.206,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.207,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.208,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.209,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.21,1.6565,6.0366,2.7106,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.211,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.212,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.213,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.214,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.215,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.216,1.649,6.0633,2.7106,6.0633,1.649,-0.501440278630535,0.48137766872451
8.217,1.652,6.049,2.7106,6.049,1.652,-0.454954954284884,0.417714997183103
8.2181,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.219,1.6565,6.0366,2.7179,6.0366,1.6565,-0.385226967766413,0.362511002280061
8.22,1.652,6.049,2.7179,6.049,1.652,-0.454954954284884,0.417714997183103
8.221,1.649,6.0633,2.7179,6.0633,1.649,-0.501440278630535,0.48137766872451
8.222,1.649,6.0633,2.732,6.0633,1.649,-0.501440278630535,0.48137766872451
8.223,1.649,6.0633,2.7106,6.0633,1.649,-0.501440278630535,0.48137766872451
8.224,1.649,6.0633,2.7179,6.0633,1.649,-0.501440278630535,0.48137766872451
8.225,1.649,6.0633,2.652,6.0633,1.649,-0.501440278630535,0.48137766872451
8.2261,1.649,6.0633,2.725,6.0633,1.649,-0.501440278630535,0.48137766872451
8.227,1.649,6.0633,2.725,6.0633,1.649,-0.501440278630535,0.48137766872451
8.228,1.649,6.0633,2.725,6.0633,1.649,-0.501440278630535,0.48137766872451
8.229,1.6456,6.076,2.725,6.076,1.6456,-0.554123646222272,0.537917244149401
8.23,1.6456,6.076,2.725,6.076,1.6456,-0.554123646222272,0.537917244149401
8.231,1.6456,6.076,2.725,6.076,1.6456,-0.554123646222272,0.537917244149401
8.232,1.6456,6.076,2.725,6.076,1.6456,-0.554123646222272,0.537917244149401
8.233,1.6456,6.076,2.7179,6.076,1.6456,-0.554123646222272,0.537917244149401
8.2341,1.6456,6.076,2.732,6.076,1.6456,-0.554123646222272,0.537917244149401
8.235,1.6419,6.0902,2.725,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.236,1.6419,6.0902,2.725,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.237,1.6419,6.0902,2.7179,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.238,1.638,6.103,2.732,6.103,1.638,-0.671886467897915,0.658119491115694
8.239,1.6419,6.0902,2.725,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.24,1.638,6.103,2.732,6.103,1.638,-0.671886467897915,0.658119491115694
8.241,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.242,1.638,6.103,2.725,6.103,1.638,-0.671886467897915,0.658119491115694
8.243,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.244,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.245,1.6419,6.0902,2.725,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.246,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.247,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.248,1.6456,6.076,2.725,6.076,1.6456,-0.554123646222272,0.537917244149401
8.249,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.2501,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.251,1.6456,6.076,2.732,6.076,1.6456,-0.554123646222272,0.537917244149401
8.252,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.253,1.6456,6.076,2.732,6.076,1.6456,-0.554123646222272,0.537917244149401
8.254,1.6456,6.076,2.732,6.076,1.6456,-0.554123646222272,0.537917244149401
8.255,1.6456,6.076,2.732,6.076,1.6456,-0.554123646222272,0.537917244149401
8.256,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.257,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.2581,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.259,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.26,1.6456,6.076,2.747,6.076,1.6456,-0.554123646222272,0.537917244149401
8.261,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.262,1.6419,6.0902,2.732,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.263,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.264,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.265,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.26611,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.267,1.6456,6.076,2.73992,6.076,1.6456,-0.554123646222272,0.537917244149401
8.268,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.269,1.6419,6.0902,2.73992,6.0902,1.6419,-0.61145554624857,0.601134722183526
8.27,1.638,6.103,2.732,6.103,1.638,-0.671886467897915,0.658119491115694
8.271,1.638,6.103,2.7545,6.103,1.638,-0.671886467897915,0.658119491115694
8.272,1.638,6.103,2.732,6.103,1.638,-0.671886467897915,0.658119491115694
8.273,1.6346,6.117,2.73992,6.117,1.6346,-0.724569835489652,0.720446582135252
8.274,1.638,6.103,2.732,6.103,1.638,-0.671886467897915,0.658119491115694
8.275,1.638,6.103,2.73992,6.103,1.638,-0.671886467897915,0.658119491115694
8.276,1.6346,6.117,2.732,6.117,1.6346,-0.724569835489652,0.720446582135252
8.277,1.6346,6.117,2.73992,6.117,1.6346,-0.724569835489652,0.720446582135252
8.278,1.6346,6.117,2.7765,6.117,1.6346,-0.724569835489652,0.720446582135252
8.279,1.6346,6.117,2.73992,6.117,1.6346,-0.724569835489652,0.720446582135252
8.28,1.63103,6.131,2.747,6.131,1.63103,-0.77988737146098,0.782773673154819
