"time","SC","SR","PPG","SR_transformed","SC_transformed","SC_z","SR_z"
1.3061,1.7294,5.782,2.5567,5.782,1.7294,0.744366413832874,-0.770951667261389
1.3062,1.733,5.77,2.564,5.77,1.733,0.800148803047651,-0.824374888135296
1.3063,1.7294,5.782,2.571,5.782,1.7294,0.744366413832874,-0.770951667261389
1.3064,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.306,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.3066,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3067,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.3068,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3069,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.307,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3071,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3072,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.30739,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3074,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3075,1.744,5.733,2.5567,5.733,1.744,0.970594992315034,-0.989096485829851
1.3076,1.744,5.733,2.5567,5.733,1.744,0.970594992315034,-0.989096485829851
1.3077,1.744,5.733,2.5567,5.733,1.744,0.970594992315034,-0.989096485829851
1.3078,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3079,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.308,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.308,1.7476,5.721,2.5567,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3082,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3083,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3084,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3085,1.744,5.733,2.5567,5.733,1.744,0.970594992315034,-0.989096485829851
1.3086,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3087,1.7476,5.721,2.5567,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3088,1.744,5.733,2.5494,5.733,1.744,0.970594992315034,-0.989096485829851
1.30899,1.744,5.733,2.5494,5.733,1.744,0.970594992315034,-0.989096485829851
1.309,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3091,1.744,5.733,2.571,5.733,1.744,0.970594992315034,-0.989096485829851
1.3092,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3093,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3094,1.7403,5.74586,2.5494,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3095,1.744,5.733,2.5934,5.733,1.744,0.970594992315034,-0.989096485829851
1.3096,1.7403,5.74586,2.571,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.309,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3098,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3099,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.31,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3101,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3102,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3103,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3104,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.31059,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3106,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3107,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3108,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3109,1.7367,5.757,2.586,5.757,1.7367,0.857480703073956,-0.882250044082035
1.311,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3111,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3112,1.7367,5.757,2.586,5.757,1.7367,0.857480703073956,-0.882250044082035
1.311,1.733,5.77,2.571,5.77,1.733,0.800148803047651,-0.824374888135296
1.3114,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.3115,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3116,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.3117,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3118,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3119,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.312,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3121,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3122,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3123,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3124,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3125,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3126,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3127,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3128,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.312,1.744,5.733,2.5567,5.733,1.744,0.970594992315034,-0.989096485829851
1.313,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3131,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3132,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3133,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3134,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3135,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3136,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.31379,1.7367,5.757,2.6007,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3138,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3139,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.314,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3141,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3142,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3143,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3144,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.314,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3146,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3147,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3148,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3149,1.7403,5.74586,2.5567,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.315,1.7367,5.757,2.542,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3151,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3152,1.7367,5.757,2.571,5.757,1.7367,0.857480703073956,-0.882250044082035
1.315,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3154,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3155,1.7403,5.74586,2.571,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3156,1.733,5.77,2.564,5.77,1.733,0.800148803047651,-0.824374888135296
1.3157,1.7367,5.757,2.571,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3158,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3159,1.733,5.77,2.564,5.77,1.733,0.800148803047651,-0.824374888135296
1.316,1.733,5.77,2.5567,5.77,1.733,0.800148803047651,-0.824374888135296
1.316,1.7367,5.757,2.5567,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3162,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3163,1.7367,5.757,2.571,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3164,1.733,5.77,2.564,5.77,1.733,0.800148803047651,-0.824374888135296
1.3165,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3166,1.733,5.77,2.564,5.77,1.733,0.800148803047651,-0.824374888135296
1.3167,1.7367,5.757,2.564,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3168,1.7367,5.757,2.571,5.757,1.7367,0.857480703073956,-0.882250044082035
1.31699,1.7367,5.757,2.542,5.757,1.7367,0.857480703073956,-0.882250044082035
1.317,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3171,1.7403,5.74586,2.571,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3172,1.7403,5.74586,2.564,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3173,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3174,1.744,5.733,2.564,5.733,1.744,0.970594992315034,-0.989096485829851
1.3175,1.744,5.733,2.571,5.733,1.744,0.970594992315034,-0.989096485829851
1.3176,1.7476,5.721,2.571,5.721,1.7476,1.02637738152981,-1.04251970670376
1.317,1.7476,5.721,2.5787,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3178,1.7476,5.721,2.564,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3179,1.7513,5.7099,2.571,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.318,1.7513,5.7099,2.564,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.3181,1.7549,5.698,2.571,5.698,1.7549,1.13949167077089,-1.14491421337876
1.3182,1.7549,5.698,2.5787,5.698,1.7549,1.13949167077089,-1.14491421337876
1.3183,1.758,5.686,2.571,5.686,1.758,1.18752650592807,-1.19833743425267
1.3184,1.758,5.686,2.571,5.686,1.758,1.18752650592807,-1.19833743425267
1.3185,1.758,5.686,2.5787,5.686,1.758,1.18752650592807,-1.19833743425267
1.3186,1.758,5.686,2.571,5.686,1.758,1.18752650592807,-1.19833743425267
1.3187,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3188,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3189,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.319,1.762,5.67456,2.571,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3191,1.762,5.67456,2.571,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3192,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.319,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3194,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3195,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3196,1.7658,5.662,2.5494,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3197,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3198,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3199,1.7695,5.6511,2.5787,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.32,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.32019,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3202,1.7658,5.662,2.571,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3203,1.7695,5.6511,2.571,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.3204,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3205,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3206,1.7658,5.662,2.5787,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3207,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3208,1.762,5.67456,2.571,5.67456,1.762,1.24950693838893,-1.2492675714858
1.32,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.321,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3211,1.762,5.67456,2.586,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3212,1.758,5.686,2.586,5.686,1.758,1.18752650592807,-1.19833743425267
1.3213,1.758,5.686,2.5787,5.686,1.758,1.18752650592807,-1.19833743425267
1.3214,1.758,5.686,2.586,5.686,1.758,1.18752650592807,-1.19833743425267
1.3215,1.758,5.686,2.5787,5.686,1.758,1.18752650592807,-1.19833743425267
1.3216,1.758,5.686,2.586,5.686,1.758,1.18752650592807,-1.19833743425267
1.321,1.758,5.686,2.586,5.686,1.758,1.18752650592807,-1.19833743425267
1.3218,1.758,5.686,2.5787,5.686,1.758,1.18752650592807,-1.19833743425267
1.3219,1.758,5.686,2.586,5.686,1.758,1.18752650592807,-1.19833743425267
1.322,1.758,5.686,2.5787,5.686,1.758,1.18752650592807,-1.19833743425267
1.3221,1.762,5.67456,2.586,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3222,1.762,5.67456,2.586,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3223,1.762,5.67456,2.586,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3224,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.322,1.762,5.67456,2.5787,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3226,1.762,5.67456,2.586,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3227,1.7658,5.662,2.586,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3228,1.7658,5.662,2.5934,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3229,1.7695,5.6511,2.586,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.323,1.7695,5.6511,2.5934,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.3231,1.7731,5.6395,2.5934,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.3232,1.7731,5.6395,2.5934,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.32339,1.77683,5.628,2.6007,5.628,1.77683,1.47929939173759,-1.45654966847657
1.3234,1.77683,5.628,2.571,5.628,1.77683,1.47929939173759,-1.45654966847657
1.3235,1.7804,5.616,2.6007,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3236,1.7804,5.616,2.6007,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3237,1.7804,5.616,2.608,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3238,1.7804,5.616,2.6007,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3239,1.7841,5.605,2.63003,5.605,1.7841,1.59194882773522,-1.55894417515156
1.324,1.7841,5.605,2.5787,5.605,1.7841,1.59194882773522,-1.55894417515156
1.324,1.7841,5.605,2.6007,5.605,1.7841,1.59194882773522,-1.55894417515156
1.3242,1.787,5.593,2.6007,5.593,1.787,1.63688464126934,-1.61236739602547
1.3243,1.787,5.593,2.6153,5.593,1.787,1.63688464126934,-1.61236739602547
1.3244,1.787,5.593,2.6007,5.593,1.787,1.63688464126934,-1.61236739602547
1.3245,1.787,5.593,2.608,5.593,1.787,1.63688464126934,-1.61236739602547
1.3246,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3247,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3248,1.7914,5.582,2.6007,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3249,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.325,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3251,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3252,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3253,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3254,1.7914,5.582,2.6153,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3255,1.787,5.593,2.608,5.593,1.787,1.63688464126934,-1.61236739602547
1.3256,1.7914,5.582,2.608,5.582,1.7914,1.7050631169763,-1.66133868182655
1.325,1.787,5.593,2.608,5.593,1.787,1.63688464126934,-1.61236739602547
1.3258,1.7914,5.582,2.659,5.582,1.7914,1.7050631169763,-1.66133868182655
1.3259,1.7914,5.582,2.6153,5.582,1.7914,1.7050631169763,-1.66133868182655
1.326,1.787,5.593,2.608,5.593,1.787,1.63688464126934,-1.61236739602547
1.3261,1.787,5.593,2.586,5.593,1.787,1.63688464126934,-1.61236739602547
1.3262,1.787,5.593,2.6153,5.593,1.787,1.63688464126934,-1.61236739602547
1.3263,1.787,5.593,2.6153,5.593,1.787,1.63688464126934,-1.61236739602547
1.3264,1.7841,5.605,2.6153,5.605,1.7841,1.59194882773522,-1.55894417515156
1.32659,1.787,5.593,2.6153,5.593,1.787,1.63688464126934,-1.61236739602547
1.3266,1.7841,5.605,2.608,5.605,1.7841,1.59194882773522,-1.55894417515156
1.3267,1.787,5.593,2.6153,5.593,1.787,1.63688464126934,-1.61236739602547
1.3268,1.787,5.593,2.6227,5.593,1.787,1.63688464126934,-1.61236739602547
1.3269,1.7841,5.605,2.6227,5.605,1.7841,1.59194882773522,-1.55894417515156
1.327,1.7841,5.605,2.6227,5.605,1.7841,1.59194882773522,-1.55894417515156
1.3271,1.7841,5.605,2.6227,5.605,1.7841,1.59194882773522,-1.55894417515156
1.3272,1.7841,5.605,2.6153,5.605,1.7841,1.59194882773522,-1.55894417515156
1.327,1.7841,5.605,2.6153,5.605,1.7841,1.59194882773522,-1.55894417515156
1.3274,1.7804,5.616,2.6227,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3275,1.7804,5.616,2.6227,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3276,1.7804,5.616,2.6227,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3277,1.7804,5.616,2.586,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3278,1.7804,5.616,2.63003,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3279,1.77683,5.628,2.6227,5.628,1.77683,1.47929939173759,-1.45654966847657
1.328,1.77683,5.628,2.6227,5.628,1.77683,1.47929939173759,-1.45654966847657
1.328,1.7804,5.616,2.63003,5.616,1.7804,1.53461692770892,-1.50997288935047
1.3282,1.7731,5.6395,2.6227,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.3283,1.77683,5.628,2.63003,5.628,1.77683,1.47929939173759,-1.45654966847657
1.3284,1.77683,5.628,2.63003,5.628,1.77683,1.47929939173759,-1.45654966847657
1.3285,1.7731,5.6395,2.637,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.3286,1.7731,5.6395,2.63003,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.3287,1.7731,5.6395,2.63003,5.6395,1.7731,1.42150263846784,-1.40535241513907
1.3288,1.7695,5.6511,2.63003,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.328,1.7695,5.6511,2.63003,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.329,1.7695,5.6511,2.637,5.6511,1.7695,1.36572024925306,-1.35370996829429
1.3291,1.7658,5.662,2.637,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3292,1.7658,5.662,2.63003,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3293,1.7658,5.662,2.637,5.662,1.7658,1.30838834922676,-1.30518387600049
1.3294,1.762,5.67456,2.637,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3295,1.762,5.67456,2.63003,5.67456,1.762,1.24950693838893,-1.2492675714858
1.3296,1.758,5.686,2.6227,5.686,1.758,1.18752650592807,-1.19833743425267
1.32979,1.758,5.686,2.63003,5.686,1.758,1.18752650592807,-1.19833743425267
1.3298,1.7549,5.698,2.63003,5.698,1.7549,1.13949167077089,-1.14491421337876
1.3299,1.758,5.686,2.637,5.686,1.758,1.18752650592807,-1.19833743425267
1.33,1.758,5.686,2.63003,5.686,1.758,1.18752650592807,-1.19833743425267
1.3301,1.758,5.686,2.703,5.686,1.758,1.18752650592807,-1.19833743425267
1.3302,1.7549,5.698,2.637,5.698,1.7549,1.13949167077089,-1.14491421337876
1.3303,1.7513,5.7099,2.637,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.3304,1.7513,5.7099,2.6666,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.33,1.7513,5.7099,2.6446,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.3306,1.7513,5.7099,2.6446,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.3307,1.7513,5.7099,2.637,5.7099,1.7513,1.08370928155612,-1.09193618601213
1.3308,1.7476,5.721,2.637,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3309,1.7476,5.721,2.6446,5.721,1.7476,1.02637738152981,-1.04251970670376
1.331,1.7476,5.721,2.6446,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3311,1.7476,5.721,2.6446,5.721,1.7476,1.02637738152981,-1.04251970670376
1.3312,1.744,5.733,2.6446,5.733,1.744,0.970594992315034,-0.989096485829851
1.3313,1.744,5.733,2.6446,5.733,1.744,0.970594992315034,-0.989096485829851
1.3314,1.744,5.733,2.6446,5.733,1.744,0.970594992315034,-0.989096485829851
1.3315,1.7403,5.74586,2.6446,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3316,1.744,5.733,2.6446,5.733,1.744,0.970594992315034,-0.989096485829851
1.3317,1.744,5.733,2.652,5.733,1.744,0.970594992315034,-0.989096485829851
1.3318,1.7403,5.74586,2.6446,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3319,1.7403,5.74586,2.637,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.332,1.7403,5.74586,2.6446,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.332,1.7403,5.74586,2.6446,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3322,1.7403,5.74586,2.652,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3323,1.7403,5.74586,2.673,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3324,1.7403,5.74586,2.652,5.74586,1.7403,0.913263092288733,-0.931844600793312
1.3325,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3326,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3327,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3328,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.33299,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.333,1.733,5.77,2.652,5.77,1.733,0.800148803047651,-0.824374888135296
1.3331,1.733,5.77,2.652,5.77,1.733,0.800148803047651,-0.824374888135296
1.3332,1.733,5.77,2.652,5.77,1.733,0.800148803047651,-0.824374888135296
1.3333,1.7367,5.757,2.652,5.757,1.7367,0.857480703073956,-0.882250044082035
1.3334,1.7294,5.782,2.659,5.782,1.7294,0.744366413832874,-0.770951667261389
1.3335,1.7294,5.782,2.652,5.782,1.7294,0.744366413832874,-0.770951667261389
1.3336,1.7294,5.782,2.652,5.782,1.7294,0.744366413832874,-0.770951667261389
1.333,1.7294,5.782,2.652,5.782,1.7294,0.744366413832874,-0.770951667261389
1.3338,1.7258,5.7944,2.652,5.7944,1.7258,0.688584024618094,-0.715747672358351
1.3339,1.7294,5.782,2.659,5.782,1.7294,0.744366413832874,-0.770951667261389
1.334,1.7258,5.7944,2.652,5.7944,1.7258,0.688584024618094,-0.715747672358351
1.3341,1.7258,5.7944,2.652,5.7944,1.7258,0.688584024618094,-0.715747672358351
1.3342,1.722,5.806,2.7106,5.806,1.722,0.62970261378027,-0.664105225513569
1.3343,1.722,5.806,2.659,5.806,1.722,0.62970261378027,-0.664105225513569
1.3344,1.722,5.806,2.659,5.806,1.722,0.62970261378027,-0.664105225513569
1.33459,1.7258,5.7944,2.6666,5.7944,1.7258,0.688584024618094,-0.715747672358351
1.3346,1.7258,5.7944,2.659,5.7944,1.7258,0.688584024618094,-0.715747672358351
1.3347,1.722,5.806,2.652,5.806,1.722,0.62970261378027,-0.664105225513569
1.3348,1.722,5.806,2.652,5.806,1.722,0.62970261378027,-0.664105225513569
1.3349,1.722,5.806,2.6666,5.806,1.722,0.62970261378027,-0.664105225513569
1.335,1.722,5.806,2.652,5.806,1.722,0.62970261378027,-0.664105225513569
1.3351,1.722,5.806,2.659,5.806,1.722,0.62970261378027,-0.664105225513569
1.3352,1.722,5.806,2.6666,5.806,1.722,0.62970261378027,-0.664105225513569
1.335,1.722,5.806,2.659,5.806,1.722,0.62970261378027,-0.664105225513569
1.3354,1.722,5.806,2.6666,5.806,1.722,0.62970261378027,-0.664105225513569
1.3355,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3356,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3357,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3358,1.7185,5.8189,2.673,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3359,1.7185,5.8189,2.7179,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.336,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.33619,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3362,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3363,1.7148,5.8313,2.673,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3364,1.7185,5.8189,2.6666,5.8189,1.7185,0.575469735377012,-0.606675263074116
1.3365,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3366,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3367,1.7148,5.8313,2.659,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3368,1.7148,5.8313,2.673,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.336,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.337,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3371,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3372,1.7148,5.8313,2.6666,5.8313,1.7148,0.51813783535071,-0.551471268171078
1.3373,1.722,5.806,2.673,5.806,1.722,0.62970261378027,-0.664105225513569
1.3374,1.733,5.77,2.6666,5.77,1.733,0.800148803047651,-0.824374888135296
